Mannara 's mother is a jewellery designer and her father is a lawyer . ||| Mannara's mère est une joaillerie designer et son père est un avocat.
In 2003 , the designer launched her Dolly Girl fragrance together with several limited edition sets in the Dolly Girl series . ||| En 2003, la designer a lancé son parfum Dolly Girl ainsi que plusieurs ensembles d'édition limitée dans la série Dolly Girl.
British designer Gina Franklyn sold British fashions out of her shop 99 , located at 99 MacDougal Street in New York 's Greenwich Village . ||| British designer Gina Franklyn vendu de la mode britannique hors de sa boutique 99, situé au 99 MacDougal Street dans New York's Greenwich Village.
She was the eldest daughter of the merchant Herman Kohany ( 1882–1942 ) who perished in the Holocaust under unknown circumstances , and Paulina Kohany , née Raaber ( 1882–1942 ) , a porcelain designer in her youth , who was killed along with her younger daughter Hilde Kohany ( 1920–1942 ) in Treblinka . ||| Elle était la fille aînée du marchand Herman Kohany ( 1882-1942 ) qui a péri dans l'Holocauste dans des circonstances inconnues, et Paulina Kohany, née Raaber ( 1882-1942 ), une créatrice de porcelaine dans sa jeunesse, qui a été tué avec sa fille plus jeune Hilde Kohany ( 1920-1942 ) à Treblinka.
Bobbie 's father was theologian Morris S. Seale , her sister was Thea Porter the fashion designer and her brother was writer and journalist Patrick Seale . ||| Bobbie's père était théologien Morris S. Seale, sa sœur était Thea Porter la créatrice de mode et son frère était écrivain et journaliste Patrick Seale.
The biological mother of Mia who was often portrayed as faceless character who lived in New York as fashion designer having her face always covered by a sculpture , in the 1st half of the show . ||| La mère biologique de Mia qui a souvent été dépeint comme un personnage sans visage qui a vécu à New York comme designer de mode ayant son visage toujours couvert par une sculpture, dans la première moitié du spectacle.
Two days later the project was revealed to be a hoax perpetrated by Funny Or Die , after the video 's costume designer posted the experience on her online resume . ||| Deux jours plus tard, le projet a été révélé être un canular perpétré par Funny Or Die, après que la concepteur de costume de la vidéo a posté l'expérience sur son CV en ligne.
designer Dhafali Devi won the award for her rug under the Discipline category . ||| designer Dhafali Devi a remporté le prix pour son tapis dans la catégorie Discipline.
The Sui by Anna Sui line and her jeans line continued under operation after the designer left her designer job at Gilmar 's Cento X Cento . ||| La ligne Sui par Anna Sui et sa ligne de jeans ont continué en cours d'exploitation après que la designer a quitté son travail de designer à Gilmar's Cento X Cento.
As costume designer Rita Riggs described in her 2001 Archive of American Television interview , Lear 's idea was to create the feeling of sepia tones , in an attempt to make viewers feel as if they were looking at an old family album . ||| Comme la créatrice de costumes Rita Riggs décrit dans son 2001 Archives of American Television interview, L'idée de Lear était de créer le sentiment des tons de sépia, dans une tentative de faire sentir aux téléspectateurs comme s'ils regardaient un vieux album familial.
After her mother 's death , New York City fashion designer Lisa Rayborn ( Natasha Henstridge ) returns to her hometown and family farm . ||| Après la mort de sa mère, New York designer de mode Lisa Rayborn ( Natasha Henstridge ) retourne à sa ville natale et la ferme familiale.
Rita Ryack is a costume designer who was nominated for an Academy Award for Best Costume Design at the 73rd Academy Awards for her work in " How the Grinch Stole Christmas " . ||| Rita Ryack est une créatrice de costumes qui a été nominé pour un Oscar pour le meilleur design de costume aux 73ème Academy Awards pour son travail dans " How the Grinch Stole Christmas ".
It is important that in order to be an industrial design the product has to be produced in an industrial way , for example an artisan ca not be considered an industrial designer although she may challenge the same aspects of a product . ||| Il est important que pour être un dessin industriel le produit doit être produit d'une manière industrielle, par exemple un artisan ca ne pas être considéré comme un designer industriel bien qu'elle puisse contester les mêmes aspects d'un produit.
Elizabeth Florence Emanuel ( née Weiner , born 5 July 1953 ) is a British fashion designer who is best known for designing , with her former husband David Emanuel , the wedding dress worn by Diana , Princess of Wales , in 1981 . ||| Elizabeth Florence Emanuel (née Weiner, née le 5 juillet 1953 ) est une designer de mode britannique qui est surtout connu pour concevoir, avec son ancien mari David Emanuel, la robe de mariée portée par Diana, princesse de Galles, en 1981.
designer Dhafali Devi won the award for her rug . ||| designer Dhafali Devi a remporté le prix pour son tapis.
The designer Jill Richards , herself a Hollywood actress of around the same era , favoured it in her collections of the 1970s , attracting a clientele of names such as Nancy Reagan . ||| La designer Jill Richards, elle-même une actrice hollywoodienne d'environ la même époque, l'a favorisé dans ses collections des années 1970, attirant une clientèle de noms tels que Nancy Reagan.
Beulah Elizabeth Hazelrigg Brown ( November 24 , 1892 – March 26 , 1987 ) was a Hoosier painter , educator , and textile designer who is best known for her bold , colorful , abstract patterns for fabrics , as well as figure , genre , landscapes , and floral still - life paintings in watercolor , her preferred media . ||| Beulah Elizabeth Hazelrigg Brown ( 24 novembre 1892 – 26 mars 1987) était un peintre, éducateur et designer textile Hoosier qui est surtout connu pour ses motifs audacieux, colorés, abstraits pour les tissus, ainsi que pour la figure, le genre, les paysages, et les peintures de nature florale en aquarelle, ses médias préférés.
Chanel chief designer Karl Lagerfeld noted Zhou Xun for her strong fashion sense , describing the actress as " a synthesis of young Coco Chanel and Ballet Troupe Zizi Jeanmaire . " ||| Chanel designer en chef Karl Lagerfeld a noté Zhou Xun pour son fort sens de la mode, décrivant l'actrice comme " une synthèse de jeune Coco Chanel et Ballet Troupe Zizi Jeanmaire ".
She portrayed fashion designer `` Margo Lynley '' from the serial ' s inception until 1992 when she left to begin a family . ||| Elle a représenté la créatrice de mode `` Margo Lynley'''de la création de la série'jusqu'en 1992, quand elle est partie pour commencer une famille.
Under the label " LalicA " , the designer has produced her clothing line since 2002 . ||| Sous le label " LalicA ", la designer produit sa ligne de vêtements depuis 2002.
He also brought first - time collaborators production designer Barbara Ling based on her work in recreating historical settings in " The Doors " , and costume designer Arianne Phillips , who had a strong client list to her name including Tom Ford , James Mangold and Madonna . ||| Il a également amené des collaborateurs première fois designer de production Barbara Ling basé sur son travail dans recréer des cadres historiques dans " The Doors ", et la créatrice de costumes Arianne Phillips, qui avait une forte liste de clients à son nom, y compris Tom Ford, James Mangold et Madonna.
Pope opted to leave Naughty Dog around 2010 , after " " was released , to move to Saitama , Japan , along with his wife Keiko , a game designer herself . ||| Pope a choisi de quitter Naughty Dog vers 2010, après " a été libéré, de déménager à Saitama, Japon, avec sa femme Keiko, une designer de jeu elle-même.
Production designer Mihaela Poenaru drew on her recollections of the period to prepare the locations . ||| Designer de production Mihaela Poenaru s'est inspiré de ses souvenirs de la période pour préparer les lieux.
Regarding The Silence of the Lambs mentioned above , I remember a behind-the-scenes documentary on it , and in it the costume designer for the film mentioned that she specifically strove for more ageless clothing for everyone , rather than what would have been characteristic of the early 1990s . ||| En ce qui concerne le silence des agneaux mentionnés ci-dessus, je me souviens d'un documentaire derrière les coulisses sur elle, et dans celui-ci la créatrice de costumes pour le film a mentionné qu'elle s'efforçait spécifiquement pour des vêtements sans âge pour tout le monde, plutôt que ce qui aurait été caractéristique du début des années 1990.
Olga , the main character , wants to be a costumes and set designer and her dreams come true when she works as an assistant for the famous edition of " La Traviata " directed by Luchino Visconti in 1955 . ||| Olga, le personnage principal, veut être un costumes et set designer et ses rêves se réalisent quand elle travaille comme assistante pour la célèbre édition de " La Traviata " dirigée par Luchino Visconti en 1955.
This episode introduces the station ' s graphics designer , Mona , as she draws pictures for Nas ' story for the children ' s segment `` Listen With Frank '' . ||| Cet épisode présente la designer graphique de la station, Mona, alors qu'elle dessine des photos pour l'histoire de Nas pour le segment des enfants `` Écoutez avec Frank'' '.
At the same time , the designer wanted her creations to be equally as interesting on an intellectual level for parents to enjoy also . ||| En même temps, la designer voulait que ses créations soient tout aussi intéressantes au niveau intellectuel pour les parents d'apprécier aussi.
Although costume designer Vasuki Baskar wrote on her social media account that the first look of the film would be released on 13 November , during the Diwali festival , it was unveiled on 15 December 2012 at Yuvan Shankar Raja 's concert in Malaysia . ||| Bien que la créatrice de costumes Vasuki Baskar a écrit sur son compte de médias sociaux que le premier regard du film serait sorti le 13 novembre, lors du festival Diwali, il a été dévoilé le 15 décembre 2012 au concert de Yuvan Shankar Raja en Malaisie.
Jenny Hellström ( born 1976 in Hofors , Gästrikland ) is both the name of a Swedish designer and her clothing brand . ||| Jenny Hellström (née en 1976 à Hofors, Gästrikland ) est à la fois le nom d'une designer suédoise et sa marque de vêtements.
After World War II the famous designer reestablished herself . ||| Après la Seconde Guerre mondiale, la célèbre designer s'est rétablie.
Prominent Lithuanian clothing designer usually organizes his collections presentations in Vilnius . ||| Le célèbre designer lituanien de vêtements organise habituellement ses présentations de collections à Vilnius.
For example , if one worker designs cars and another builds them , the designer will use his cognitive skills more frequently than the builder . ||| Par exemple, si un travailleur conçoit des voitures et un autre les construit, le concepteur utilisera ses compétences cognitives plus fréquemment que le constructeur.
In 2017 , it was reported that the designer of Comic Sans had only used his typeface once . ||| En 2017, il a été rapporté que le concepteur de Comic Sans n'avait utilisé sa typographie qu'une seule fois.
Nilssen maintains that the ovens were designed by Torsten Hoff , a renowned designer of ovens , who established himself as a sculptor in Christiania in 1711 , working there until his 1754 death . ||| Nilssen soutient que les fours ont été conçus par Torsten Hoff, un designer renommé des fours, qui s'est établi comme sculpteur à Christiania en 1711, travaillant là jusqu'à sa mort 1754.
There is a chance that additional information could impede the reusability of the service as the service consumer designer may streamline his design based on this knowledge . ||| Il y a une chance que des informations supplémentaires pourraient entraver la réutilisabilité du service puisque le concepteur consommateur de service peut rationaliser sa conception en fonction de ces connaissances.
Elwood Engel , famous for being lead designer of the 1961 Lincoln Continental and for his work as chief designer at Chrysler in the 1960s , was Staff Stylist ( and consequently roamed all of the design studios ) at Ford during this period and worked very closely with John Najjar in developing not only the 1958 , but also the 1959 update . ||| Elwood Engel, célèbre pour être le concepteur principal de la Lincoln Continental 1961 et pour son travail en tant que designer en chef à Chrysler dans les années 1960, a été Staff Stylist ( et par conséquent a erré tous les studios de design ) à Ford pendant cette période et a travaillé très étroitement avec John Najjar à développer non seulement la 1958, mais aussi la mise à jour 1959.
A successful and well known designer and craftsman in hand wrought silver jewelry by vocation , Joe 's greatest creative drive went into his work in sculpture . ||| Un designer et artisan réussi et bien connu en bijoux d'argent forgé main par vocation, Joe's plus grand dynamisme créatif est allé dans son travail dans la sculpture.
He , probably more than any designer knew his customer and understood her . " ||| Il, probablement plus que n'importe quel designer connaissait son client et la comprenait. "
O. S. Nock describes it as ‘ the most disappointing and tactless act in his short and stormy career as CME , ’ and Allen stated ‘ he turned it into a machine of such hideous appearance as might well have made its designer turn in his grave . ||| O. S. Nock décrit comme « l'acte le plus décevant et le plus tact dans sa courte et orageuse carrière comme CME, et Allen a déclaré « il l'a transformé en une machine d'apparence aussi horrible que pourrait bien avoir fait son dessinateur tourner dans sa tombe.
In October 1998 , Hyundai complained to the BBC about what they described as " bigoted and racist " comments he made at the Birmingham Motor Show , where he was reported as saying that the people working on the Hyundai stand had " eaten a dog " and that the designer of the Hyundai XG had probably eaten a spaniel for his lunch . ||| En octobre 1998, Hyundai s'est plaint à la BBC de ce qu'ils ont décrit comme " bigoté et raciste " commentaires qu'il a fait au Birmingham Motor Show, où il a été rapporté que les gens travaillant sur le stand Hyundai avaient " mangé un chien " et que le concepteur de la Hyundai XG avait probablement mangé un épagnel pour son déjeuner.
In his " New York Times " review , Frank Rich wrote : " In his brilliant lighting ... the designer Dennis Parichy has captured the entire spectrum of weather known to habitues of New England beaches in August . ||| Dans sa revue " New York Times ", Frank Rich a écrit : " Dans son éclairage brillant... le designer Dennis Parichy a capturé tout le spectre du temps connu pour habits des plages de la Nouvelle-Angleterre en août.
Pfitzner , a “ designer of high - class gasoline motors , transmissions , and gears ” was employed by Glen Curtiss at his Hammondsport factory . ||| Pfitzner, un concepteur de haute classe de moteurs à essence, les transmissions, et les engrenages, a été employé par Glen Curtiss à son usine Hammondsport.
The designers were able to create a room for Italy , Mexico or Thailand , with one paint can being empty , which let that one designer choose whatever country he wanted . ||| Les concepteurs ont été en mesure de créer une salle pour l'Italie, le Mexique ou la Thaïlande, avec une peinture peut être vide, ce qui permet à un designer de choisir quel pays il voulait.
In the former case , device drivers may be required which the system designer may or may not be able to rely on if he has no control over the client device -LRB- as in the case of authentication to a public website -RRB- . ||| Dans le premier cas, des pilotes de dispositif peuvent être requis sur lequel le concepteur de système peut ou ne peut pas compter s'il n'a aucun contrôle sur le dispositif client -LRB- comme dans le cas de l'authentification à un site public -RRB-.
1520–1601 ) was a Franc - comtois sculptor , trained as a " menuisier " or wood - worker ; as a designer of Mannerist ornaments , his published designs , such as " Oevvre de la diversite des termes , do nt on use en architecture , reduicts en ordres " , Lyon , 1572 , inspired luxury furnishings , such as dressoires , armoires and cabinets . ||| 1520–1601 ) était un sculpteur franc - comtois, formé comme un menuisier ou un travailleur du bois ; en tant que concepteur d'ornements maniéristes, ses dessins publiés, tels que " Oevvre de la diversite des termes, do nt on use en architecture, reduits en ordres ", Lyon, 1572, meubles de luxe inspirés, tels que commodes, armoires et armoires.
From the leftovers of the furniture production the young designer started to create leather bags and accessoires since he did not want to waste any material and started to sell them along with his furniture collection at trade fairs . ||| Des restes de la production de meubles le jeune designer a commencé à créer des sacs en cuir et des accessoires puisqu'il ne voulait pas gaspiller de matériel et a commencé à les vendre avec sa collection de meubles lors des salons.
D'Or is married to Pazit , formerly a jewelry designer and now his manager . ||| D'Or est marié à Pazit, anciennement un concepteur de bijoux et maintenant son manager.
Trinidadian designer Peter Minshall is renowned not only for his Carnival costumes but also for his role in opening ceremonies of the Barcelona Olympics , the 1994 FIFA World Cup , the 1996 Summer Olympics , and the 2002 Winter Olympics , for which he won an Emmy Award . ||| Le designer trinidadien Peter Minshall est reconnu non seulement pour ses costumes de carnaval, mais aussi pour son rôle dans les cérémonies d'ouverture des Jeux olympiques de Barcelone, la Coupe du monde de la FIFA 1994, les Jeux olympiques d'été de 1996 et les Jeux olympiques d'hiver de 2002, pour lesquels il a remporté un Emmy Award.
Alice and Ginevra show a perfect mastery of the runway in their respective performances and the designer points them as his own favorites . ||| Alice et Ginevra montrent une maîtrise parfaite de la piste dans leurs performances respectives et le concepteur les pointe comme ses propres favoris.
Designer Gutzon Borglum constantly praised Luigi for his great abilities as a classically trained stone carver : " He is worth any three men in America for this particular type of work . " ||| Designer Gutzon Borglum constamment loué Luigi pour ses grandes capacités en tant que sculpteur de pierre classique : " Il vaut n'importe quel trois hommes en Amérique pour ce type de travail particulier. "
When the hydro bus disintegrated on landing , the chief designer and his assistant were strapped into the G-45 for a test drop ; they survived , but the project was cancelled . ||| Quand le bus hydraulique s'est désintégré à l'atterrissage, le concepteur en chef et son assistant ont été attachés dans le G-45 pour une chute d'essai ; ils ont survécu, mais le projet a été annulé.
Fashion designer Paul Poiret commented in his autobiography " King of Fashion " , " I shall always see Mounet - Sully in " Oedipus Rex " , blind , coming down the steps of the temple , and saying in a suave voice : ' Children of ancient Cadmus , young successors . . . ' ||| Créateur de mode Paul Poiret commente dans son autobiographie " Roi de la mode ", " Je verrai toujours Mounet - Sully dans " Oedipus Rex ", aveugle, descendant les marches du temple, et disant d'une voix suave :'Enfants de l'ancien Cadmus, jeunes successeurs... '
He appeared on the cover of MIDWEEK and at 23 was called `` AMERICA ' S HOTTEST DESIGNER '' that fall he was the winner of the VH1 Reality Show called `` Glam GOD '' hosted by Vivica A . ||| Il est apparu sur la couverture de MIDWEEK et à 23 a été appelé `` AMERICA'S HOTTEST DESIGNER'' cet automne, il a été le gagnant du VH1 Reality Show appelé `` Glam GOD''' hébergé par Vivica A.
Benjamin George Bowden ( 3 June 1906 – 6 March 1998 ) was a British industrial designer , who is known mostly for his work on automobiles and bicycles . ||| Benjamin George Bowden ( 3 juin 1906 – 6 mars 1998 ) était un designer industriel britannique, qui est principalement connu pour son travail sur les automobiles et les bicyclettes.
The Soviets also captured schematics for the gun and the designer himself . ||| Les Soviétiques ont également capturé des schémas pour l'arme et le dessinateur lui-même.
The former chief designer of Audi Hartmut Warkuss saw his talent and potential immediately and offered him a scholarship for the Royal College of Art in London , the international elite college in design . ||| L'ancien designer en chef d'Audi Hartmut Warkuss a vu son talent et son potentiel immédiatement et lui a offert une bourse pour le Royal College of Art à Londres, l'université d'élite internationale en design.
In Italy , the designer Gio Ponti was famous for his streamlined designs . ||| En Italie, le designer Gio Ponti était célèbre pour ses dessins épurés.
Tom Tjaarda ( July 23 , 1934 – June 2 , 2017 ) was an automobile designer noted for his work on a broad range of automobiles — estimated at over eighty — from exotic sports cars including the Ferrari 365 California , De Tomaso Pantera and Aston Martin Lagonda Coupé to high - volume popular cars including the first generation Ford Fiesta ( 1972 ) and the Fiat 124 Spider ( 1966 ) . ||| Tom Tjaarda (du 23 juillet 1934 au 2 juin 2017) était un designer automobile reconnu pour son travail sur une large gamme d'automobiles — estimé à plus de quatre - vingt — de voitures de sport exotiques dont les Ferrari 365 California, De Tomaso Pantera et Aston Martin Lagonda Coupé à des voitures populaires de volume élevé dont la première génération Ford Fiesta ( 1972 ) et la Fiat 124 Spider ( 1966 ).
The designer of the structure is unknown , however , it was possibly Jensen himself , or his friend , prairie school architect Hugh Garden . ||| Le concepteur de la structure est inconnu, cependant, c'était peut-être Jensen lui-même, ou son ami, l'architecte de l'école de prairie Hugh Garden.
Aside from music , Shelby is a UX Designer / Graphic Designer / Painter and his work spans from album layouts ( most notably Ire Works by The Dillinger Escape Plan ) , logos and interface designs . ||| Outre la musique, Shelby est un UX Designer / Graphic Designer / Peintre et son travail s'étend des mises en page d'album (plus particulièrement Ire Works by The Dillinger Escape Plan ), des logos et des designs d'interface.
There were two dirt track race cars called " Jimmy " and " Jimmy , Jr. " after the chief designer and his son . ||| Il y avait deux voitures de course de piste de terre appelé " Jimmy " et " Jimmy, Jr. " après le concepteur en chef et son fils.
The rifle 's designer , Mikhail Kalashnikov lived in Izhevsk until his death in 2013 . ||| Le concepteur de fusil, Mikhail Kalashnikov a vécu à Izhevsk jusqu'à sa mort en 2013.
He trained from 1701 to 1702 with the Brussels tapestry designer Lodewijk van Schoor who had established himself in Antwerp in 1696 . ||| Il a formé de 1701 à 1702 avec le dessinateur de tapisserie bruxellois Lodewijk van Schoor qui s'était établi à Anvers en 1696.
In 2014 , American firearms designer Jim Sullivan provided a video interview regarding his contributions to the M16 / M4 family of rifles when working for Armalite . ||| En 2014, le designer américain d'armes à feu Jim Sullivan a fourni une interview vidéo sur ses contributions à la famille M16 / M4 de fusils lors de travail pour Armalite.
Lithgow was chief draughtsman - designer and his work was crucial to their strategy of standardising hull shapes and components , thus increasing efficiency and profitability . ||| Lithgow était chef dessinateur - concepteur et son travail était crucial pour leur stratégie de standardisation des formes et des composants de coque, augmentant ainsi l'efficacité et la rentabilité.
His father was a movie theatre projector designer and his grandfather made parts for phonograph machines . ||| Son père était un concepteur de projecteur de cinéma et son grand-père fait des pièces pour les machines de phonographe.
Mayén was an industrial designer , and following his graduation from Columbia , taught classes in advertising design at his alma mater , Cooper Union , and The New School , both in Manhattan . ||| Mayén était un designer industriel, et après son diplôme de Columbia, a enseigné des cours de design publicitaire à son alma mater, Cooper Union, et The New School, tous deux à Manhattan.
The designer saw his original clothing at the National Museum of Costume . ||| Le designer a vu ses vêtements originaux au Musée national du costume.
Indeed , models basically play the same role in economics as in fashion : they provide an articulated frame on which to show off your material to advantage ... ; a useful role , but fraught with the dangers that the designer may get carried away by his personal inclination for the model , while the customers may forget that the model is more streamlined than reality . ||| En effet, les modèles jouent fondamentalement le même rôle dans l'économie que dans la mode : ils fournissent un cadre articulé sur lequel montrer votre matériel à l'avantage... ; un rôle utile, mais chargé des dangers que le concepteur peut se laisser emporter par son penchant personnel pour le modèle, tandis que les clients peuvent oublier que le modèle est plus rationalisé que la réalité.
Despite his initial anger , the designer , Walter Allward , sees amazing carving skills within Klara , and how the portrait of the young man 's face increases the much desired allegory for those youthful men who were lost in the war . ||| Malgré sa colère initiale, le concepteur, Walter Allward, voit des compétences étonnantes de sculpture au sein de Klara, et comment le portrait du visage du jeune homme augmente l'allégorie tant souhaitée pour ces jeunes hommes qui ont été perdus dans la guerre.
Internationally acclaimed Ghanaian - British designer Ozwald Boateng introduced African print suits in his 2012 collection . ||| Internationally acclamed Ghanaian - British designer Ozwald Boateng a présenté des costumes d'impression africaine dans sa collection 2012.
The designer Romeo Gigli used me as his muse , and designed an entire collection on me . ||| Le designer Romeo Gigli m'a utilisé comme sa muse, et a conçu une collection entière sur moi.
In his book , " Craft of Gardens " , the garden designer Ji Cheng wrote : " The spirit and the charm of mountains and forests must be studied in depth ; ... only the knowledge of the real permits the creation of the artificial , so that the work created possesses the spirit of the real , in part because of divine inspiration , but especially because of human effort . ||| Dans son livre, " Craft of Gardens ", le concepteur de jardin Ji Cheng a écrit : " L'esprit et le charme des montagnes et des forêts doit être étudié en profondeur ;... seule la connaissance du réel permet la création de l'artificiel, de sorte que l'œuvre créée possède l'esprit du réel, en partie à cause de l'inspiration divine, mais surtout à cause de l'effort humain.
Fashion designer Jasper Conran is his son with his second wife , writer Shirley Conran . ||| Designer de mode Jasper Conran est son fils avec sa deuxième épouse, l'écrivain Shirley Conran.
Costume designer William Ware Theiss began working on new designs for the Starfleet uniforms , some based on his creations for " The Original Series " , others being a radical departure . ||| Costume designer William Ware Theiss a commencé à travailler sur de nouveaux modèles pour les uniformes Starfleet, certains basés sur ses créations pour " The Original Series ", d'autres étant un départ radical.
The game 's designer , Phil Fish , became renowned in a way unusual for game developers due to his prominence in " " , which released in 2012 . ||| Le concepteur du jeu, Phil Fish, est devenu connu d'une manière inhabituelle pour les développeurs de jeux en raison de son importance dans ", qui est sorti en 2012.
Billionaire industrial designer , and founder of the Dyson company , James Dyson has pledged his support for the project . ||| milliardaire designer industriel, et fondateur de la société Dyson, James Dyson a promis son soutien pour le projet.
Philip Anthony Treacy ( born 26 May 1967 ) is an Irish award - winning haute couture milliner , or hat designer , who has been mostly based in London for his career , and who was described by " Vogue " magazine as " perhaps the greatest living milliner " . ||| Philip Anthony Treacy (né le 26 mai 1967 ) est un prix irlandais - gagnant haute couture milliner, ou concepteur de chapeau, qui a été principalement basé à Londres pour sa carrière, et qui a été décrit par le magazine " Vogue " comme " peut-être le plus grand milliner vivant ".
During the first years of the SECR , express passenger services were well served by Wainwright ' s ' D ' and ' E ' 4-4-0 classes but loads continued to increase and by 1912 the designer realised that he would soon need more powerful locomotives . ||| Pendant les premières années de la SECR, les services de passagers express ont été bien servis par les classes de Wainwright'D'et'E'4-4-0 mais les charges ont continué à augmenter et en 1912 le concepteur a réalisé qu'il aurait bientôt besoin de locomotives plus puissantes.
Macdonald 's training as a designer and his interest in children 's paintings encouraged his experimentation with abstract art . ||| Macdonald's formation en tant que concepteur et son intérêt pour les peintures d'enfants a encouragé son expérimentation avec l'art abstrait.
Francesco Laparelli was the city 's principal designer and his plan departed from medieval Maltese architecture , which exhibited irregular winding streets and alleys . ||| Francesco Laparelli était le designer principal de la ville et son plan a quitté l'architecture maltaise médiévale, qui a exposé des rues et ruelles sinueuses irrégulières.
Every year , the designer takes his guests into a surreal world . ||| Chaque année, le designer emmène ses invités dans un monde surréaliste.
As the lead designer in the firm Bebb and Gould , with his partner , Charles H. Bebb , Gould was responsible for many notable Pacific Northwest buildings , such as the original Seattle Art Museum and for the campus plan of the University of Washington . ||| En tant que concepteur principal dans la société Bebb et Gould, avec son partenaire, Charles H. Bebb, Gould était responsable de nombreux bâtiments remarquables du Pacifique Nord-Ouest, comme le Seattle Art Museum original et pour le plan du campus de l'Université de Washington.
Fashion designer Paul Poiret played himself . ||| Créateur de mode Paul Poiret s'est joué.
In this session , the designer Charles - Nicolas Cochin was also admitted for his design of that print . ||| Dans cette session, le designer Charles - Nicolas Cochin a également été admis pour son dessin de cette impression.
In 2010 , the designer presented his forth collection , " Slave " , as a part of Fashion East Menswear Installation . ||| En 2010, le designer a présenté sa collection de devant, " Esclave ", dans le cadre de Fashion East Menswear Installation.
Michael McDonald ( born c. 1963 ) is an American costume designer who was nominated for both a Tony Award and a Drama Desk Award in 2009 for his work on the Broadway revival of the musical " Hair " . ||| Michael McDonald (né vers 1963 ) est un créateur de costumes américain qui a été nommé à la fois pour un Tony Award et un Drama Desk Award en 2009 pour son travail sur le renouveau de Broadway de la comédie musicale " Hair ".
The designer of the game , Kevin Wilson , claims that he can win equally well no matter which team he is playing . ||| Le concepteur du jeu, Kevin Wilson, affirme qu'il peut gagner également bien quelle que soit l'équipe qu'il joue.
The head designer discussed his casting : " It seemed like a great idea to me , as casting through Instagram seemed cool , current and strong . ||| Le concepteur de tête a discuté de son casting : " Il me semblait une excellente idée, comme casting à travers Instagram semblait cool, actuel et fort.
The fashion designer Alexander McQueen committed suicide by hanging himself at his flat in 7 Green Street in 2010 . ||| Le designer de mode Alexander McQueen s'est suicidé en se pendant à son appartement dans 7 Green Street en 2010.
Fez " designer and Polytron founder Phil Fish gained celebrity status for his outspoken public persona and his prominence in the 2012 documentary " " , which detailed " Fez " final stages of development and Polytron 's related legal issues . ||| Fez " designer et fondateur de Polytron Phil Fish a gagné le statut de célébrité pour sa personnalité publique parlée et sa place dans le documentaire 2012 " ", qui a détaillé " Fez " les dernières étapes du développement et les questions juridiques connexes de Polytron.
Production designer Simon Bowles won an award from the British Film Designers Guild on 27 January 2013 for his production design on this film . ||| Le designer de production Simon Bowles a remporté un prix de la British Film Designers Guild le 27 janvier 2013 pour son design de production sur ce film.
The designer , Draper Kauffman , had been trying to develop a `` global strategy game '' for many years when he received a copy of Illuminati . ||| Le concepteur, Draper Kauffman, a essayé de développer un `` jeu de stratégie globale'' depuis de nombreuses années quand il a reçu une copie de Illuminati.
Mannara 's mother is a jewellery designer and her father is a lawyer . ||| La mère de Mannara est une créatrice de bijoux et son père est avocat.
Tsukiko Sagi , a shy character designer who created the immensely popular pink dog Maromi , finds herself under pressure to repeat her success . ||| Tsukiko Sagi, une créatrice de personnage timide qui a créé le chien rose immensement populaire Maromi, se trouve sous la pression pour répéter son succès.
Costume designer Julie Weiss was also nominated for her work , but lost out to James Acheson of " Restoration " . ||| La créatrice de costume Julie Weiss a également été nommée pour son travail, mais a perdu à James Acheson de " Restauration ".
This event cemented the growing partnership with Stella Jean , as the designer is expanding her work to more countries where the Initiative works : ||| Cet événement a cimenté le partenariat croissant avec Stella Jean, alors que la créatrice étend son travail à d'autres pays où l'Initiative travaille :
The designer opened her first retail location in 1992 at 113 Greene Street in New York City 's Soho District . ||| La créatrice a ouvert son premier magasin en 1992 au 113 Greene Street dans le quartier Soho de New York.
The designer of Dior Fine Jewelry Victoire de Castellane launched her own watch named " Le D de Dior " ( French : " The D of Dior " ) . ||| La créatrice de Dior Fine Bijoux Victoire de Castellane a lancé sa propre montre intitulée " Le D de Dior ".
Today she is looking to sell off its Donna Karan business , less than a year after the fashion designer stepped down from her namesake brand . ||| Aujourd'hui, elle cherche à vendre son entreprise Donna Karan, moins d'un an après que la créatrice de mode a démissionné de sa marque de namesake.
Paris was the final destination during the winter show season and British designer Vivienne Westwood made her the lead model in her show . ||| Paris a été la destination finale pendant la saison des spectacles d'hiver et la designer britannique Vivienne Westwood en a fait le modèle principal dans son spectacle.
was a British costume designer , who was nominated for Academy Awards for her designs on " Agatha " ( 1979 ) and " Reds " ( 1981 ) . ||| Elle a été nominée aux Oscars pour ses dessins sur " Agatha " (1979) et " Reds " (1981).
From that time the designer choosed her very individual way supperted by strong partners such as The Space Cinema in Piazza Duomo e la Rinascente Milano in february 2020 . ||| À partir de ce moment, la créatrice a choisi sa façon très individuelle de dîner par des partenaires forts tels que The Space Cinema in Piazza Duomo e la Rinascente Milano en février 2020.
Designer Patricia Zipprodt was nominated for a Tony Award and Drama Desk Award for her costume designs on the “ Alice in Wonderland ” revival . ||| La créatrice Patricia Zipprodt a été nominée pour un Tony Award et un Drama Desk Award pour ses costumes sur le renouveau d'Alice au pays des merveilles.
